Draft,Team,Pick,Player,Position,NFL_Team,User,Fantasy QB,QB Team,Stacked,DBL Stack,QB Stack,Opponent,Double Run,Runback
47,5,20,D'Andre Swift,RB,Chicago Bears,VINDEP,Daniel Jones,Indianapolis Colts,0,,,Cincinnati Bengals,1,1
47,4,21,Tucker Kraft,TE,Green Bay Packers,FULLYLOADED,Trevor Lawrence,Jacksonville Jaguars,0,,,Carolina Panthers,0,0
47,3,22,Tyrone Tracy,RB,New York Giants,SHAGNASTYB,Jared Goff,Detroit Lions,0,,,San Francisco 49ers,1,1
47,2,23,Rome Odunze,WR,Chicago Bears,JEWISHMCCAF,Bo Nix,Denver Broncos,0,,,Cincinnati Bengals,0,0
47,1,24,Tyler Warren,TE,Indianapolis Colts,KRUTCHES93,Jaxson Dart,New York Giants,0,,,Pittsburgh Steelers,0,0
47,1,25,Chase Brown,RB,Cincinnati Bengals,KRUTCHES93,Jaxson Dart,New York Giants,0,,,Chicago Bears,0,0
47,2,26,Ladd McConkey,WR,Los Angeles Chargers,JEWISHMCCAF,Bo Nix,Denver Broncos,0,,,Tennessee Titans,0,0
47,3,27,Brock Bowers,TE,Las Vegas Raiders,SHAGNASTYB,Jared Goff,Detroit Lions,0,,,Jacksonville Jaguars,0,0
47,4,28,Nico Collins,WR,Houston Texans,FULLYLOADED,Trevor Lawrence,Jacksonville Jaguars,0,,,Denver Broncos,1,1
47,5,29,DK Metcalf,WR,Pittsburgh Steelers,VINDEP,Daniel Jones,Indianapolis Colts,0,,,Indianapolis Colts,2,1
47,6,30,Travis Etienne Jr.,RB,Jacksonville Jaguars,DANJPRECIADO,Caleb Williams,Chicago Bears,0,,,Las Vegas Raiders,0,0
47,7,31,Justin Herbert,QB,Los Angeles Chargers,WHODEYSSS,Justin Herbert,Los Angeles Chargers,1,1,1,Tennessee Titans,0,0
47,8,32,Drake London,WR,Atlanta Falcons,KCPOLACK,Josh Allen,Buffalo Bills,0,,,New England Patriots,1,1
47,9,33,Oronde Gadsden,TE,Los Angeles Chargers,KEYSERSOZE13,Matthew Stafford,Los Angeles Rams,0,,,Tennessee Titans,0,0
47,10,34,Michael Pittman Jr.,WR,Indianapolis Colts,JONATHAN,Drake Maye,New England Patriots,0,,,Pittsburgh Steelers,0,0
47,11,35,Travis Kelce,TE,Kansas City Chiefs,TAYLOR,Jordan Love,Green Bay Packers,0,,,Buffalo Bills,1,1
47,12,36,Rico Dowdle,RB,Carolina Panthers,JAHMYR,Patrick Mahomes,Kansas City Chiefs,0,,,Green Bay Packers,0,0
47,12,37,Xavier Worthy,WR,Kansas City Chiefs,JAHMYR,Patrick Mahomes,Kansas City Chiefs,1,,,Buffalo Bills,2,1
47,11,38,Chris Olave,WR,New Orleans Saints,TAYLOR,Jordan Love,Green Bay Packers,0,,,Los Angeles Rams,0,0
47,10,39,Drake Maye,QB,New England Patriots,JONATHAN,Drake Maye,New England Patriots,1,1,1,Atlanta Falcons,0,0
47,9,40,Tee Higgins,WR,Cincinnati Bengals,KEYSERSOZE13,Matthew Stafford,Los Angeles Rams,0,,,Chicago Bears,0,0
47,8,41,Brian Thomas,WR,Jacksonville Jaguars,KCPOLACK,Josh Allen,Buffalo Bills,0,,,Las Vegas Raiders,0,0
47,7,42,Stefon Diggs,WR,New England Patriots,WHODEYSSS,Justin Herbert,Los Angeles Chargers,0,,,Atlanta Falcons,0,0
47,6,43,David Montgomery,RB,Detroit Lions,DANJPRECIADO,Caleb Williams,Chicago Bears,0,,,Minnesota Vikings,0,0
47,5,44,Daniel Jones,QB,Indianapolis Colts,VINDEP,Daniel Jones,Indianapolis Colts,1,1,1,Pittsburgh Steelers,1,1
47,4,45,Brian Thomas,WR,Jacksonville Jaguars,FULLYLOADED,Trevor Lawrence,Jacksonville Jaguars,1,,,Las Vegas Raiders,0,0
47,3,46,Jordan Addison,WR,Minnesota Vikings,SHAGNASTYB,Jared Goff,Detroit Lions,0,,,Detroit Lions,1,1
47,2,47,Kyle Pitts,TE,Atlanta Falcons,JEWISHMCCAF,Bo Nix,Denver Broncos,0,,,New England Patriots,0,0
47,1,48,Jaxson Dart,QB,New York Giants,KRUTCHES93,Jaxson Dart,New York Giants,1,1,1,San Francisco 49ers,0,0
47,1,49,Wan'Dale Robinson,WR,New York Giants,KRUTCHES93,Jaxson Dart,New York Giants,1,,,San Francisco 49ers,0,0
47,2,50,Kareem Hunt,RB,Kansas City Chiefs,JEWISHMCCAF,Bo Nix,Denver Broncos,0,,,Buffalo Bills,0,0
47,3,51,Jared Goff,QB,Detroit Lions,SHAGNASTYB,Jared Goff,Detroit Lions,1,0,0,Minnesota Vikings,1,1
47,4,52,J.K. Dobbins,RB,Denver Broncos,FULLYLOADED,Trevor Lawrence,Jacksonville Jaguars,0,,,Houston Texans,1,1
47,5,53,Sam LaPorta,TE,Detroit Lions,VINDEP,Daniel Jones,Indianapolis Colts,0,,,Minnesota Vikings,0,0
47,6,54,Tetairoa McMillan,WR,Carolina Panthers,DANJPRECIADO,Caleb Williams,Chicago Bears,0,,,Green Bay Packers,0,0
47,7,55,Keenan Allen,WR,Los Angeles Chargers,WHODEYSSS,Justin Herbert,Los Angeles Chargers,1,,,Tennessee Titans,0,0
47,8,56,Rhamondre Stevenson,RB,New England Patriots,KCPOLACK,Josh Allen,Buffalo Bills,0,,,Atlanta Falcons,1,1
47,9,57,Alvin Kamara,RB,New Orleans Saints,KEYSERSOZE13,Matthew Stafford,Los Angeles Rams,0,,,Los Angeles Rams,2,1
47,10,58,Hunter Henry,TE,New England Patriots,JONATHAN,Drake Maye,New England Patriots,1,,,Atlanta Falcons,0,0
47,11,59,Jameson Williams,WR,Detroit Lions,TAYLOR,Jordan Love,Green Bay Packers,0,,,Minnesota Vikings,0,0
47,12,60,Dalton Kincaid,TE,Buffalo Bills,JAHMYR,Patrick Mahomes,Kansas City Chiefs,0,,,Kansas City Chiefs,2,1
47,12,61,Khalil Shakir,WR,Buffalo Bills,JAHMYR,Patrick Mahomes,Kansas City Chiefs,0,,,Kansas City Chiefs,2,1
47,11,62,Jordan Love,QB,Green Bay Packers,TAYLOR,Jordan Love,Green Bay Packers,1,0,0,Carolina Panthers,0,0
47,10,63,Jauan Jennings,WR,San Francisco 49ers,JONATHAN,Drake Maye,New England Patriots,0,,,New York Giants,0,0
47,9,64,Matthew Stafford,QB,Los Angeles Rams,KEYSERSOZE13,Matthew Stafford,Los Angeles Rams,1,1,1,New Orleans Saints,1,1
47,8,65,Theo Johnson,TE,New York Giants,KCPOLACK,Josh Allen,Buffalo Bills,0,,,San Francisco 49ers,0,0
47,7,66,Colston Loveland,TE,Chicago Bears,WHODEYSSS,Justin Herbert,Los Angeles Chargers,0,,,Cincinnati Bengals,0,0
47,6,67,Caleb Williams,QB,Chicago Bears,DANJPRECIADO,Caleb Williams,Chicago Bears,1,0,0,Cincinnati Bengals,0,0
47,5,68,Alec Pierce,WR,Indianapolis Colts,VINDEP,Daniel Jones,Indianapolis Colts,1,,,Pittsburgh Steelers,1,1
47,4,69,Trevor Lawrence,QB,Jacksonville Jaguars,FULLYLOADED,Trevor Lawrence,Jacksonville Jaguars,1,1,1,Las Vegas Raiders,0,0
47,3,70,Romeo Doubs,WR,Green Bay Packers,SHAGNASTYB,Jared Goff,Detroit Lions,0,,,Carolina Panthers,0,0
47,2,71,Bo Nix,QB,Denver Broncos,JEWISHMCCAF,Bo Nix,Denver Broncos,1,0,0,Houston Texans,0,0
47,1,72,Courtland Sutton,WR,Denver Broncos,KRUTCHES93,Jaxson Dart,New York Giants,0,,,Houston Texans,0,0
48,1,1,Christian McCaffrey,RB,San Francisco 49ers,VINDEP,Jaxson Dart,New York Giants,0,,,New York Giants,2,1
48,2,2,Jonathan Taylor,RB,Indianapolis Colts,LEE121503,Drake Maye,New England Patriots,0,,,Pittsburgh Steelers,0,0
48,3,3,Jahmyr Gibbs,RB,Detroit Lions,COLEANDERSON,Caleb Williams,Chicago Bears,0,,,Minnesota Vikings,0,0
48,4,4,Bijan Robinson,RB,Atlanta Falcons,PATRICKBARN,Brock Purdy,San Francisco 49ers,0,,,New England Patriots,0,0
48,5,5,Puka Nacua,WR,Los Angeles Rams,DANJPRECIADO,Jared Goff,Detroit Lions,0,,,New Orleans Saints,1,1
48,6,6,Ja'Marr Chase,WR,Cincinnati Bengals,KRUTCHES93,Daniel Jones,Indianapolis Colts,0,,,Chicago Bears,0,0
48,7,7,Rashee Rice,WR,Kansas City Chiefs,JYAKER23,Josh Allen,Buffalo Bills,0,,,Buffalo Bills,2,1
48,8,8,Josh Jacobs,RB,Green Bay Packers,ABCD4761,Trevor Lawrence,Jacksonville Jaguars,0,,,Carolina Panthers,0,0
48,9,9,Amon-Ra St. Brown,WR,Detroit Lions,GUNNEROSS,Patrick Mahomes,Kansas City Chiefs,0,,,Minnesota Vikings,1,1
48,10,10,Kyren Williams,RB,Los Angeles Rams,FULLYLOADED,Jordan Love,Green Bay Packers,0,,,New Orleans Saints,0,0
48,11,11,James Cook,RB,Buffalo Bills,TYLER2121,Justin Herbert,Los Angeles Chargers,0,,,Kansas City Chiefs,1,1
48,12,12,Davante Adams,WR,Los Angeles Rams,CHRISTIAN,Matthew Stafford,Los Angeles Rams,1,,,New Orleans Saints,0,0
48,12,13,Justin Jefferson,WR,Minnesota Vikings,CHRISTIAN,Matthew Stafford,Los Angeles Rams,0,,,Detroit Lions,1,1
48,11,14,Kimani Vidal,RB,Los Angeles Chargers,TYLER2121,Justin Herbert,Los Angeles Chargers,1,,,Tennessee Titans,0,0
48,10,15,D'Andre Swift,RB,Chicago Bears,FULLYLOADED,Jordan Love,Green Bay Packers,0,,,Cincinnati Bengals,0,0
48,9,16,Patrick Mahomes,QB,Kansas City Chiefs,GUNNEROSS,Patrick Mahomes,Kansas City Chiefs,1,0,0,Buffalo Bills,0,0
48,8,17,Ashton Jeanty,RB,Las Vegas Raiders,ABCD4761,Trevor Lawrence,Jacksonville Jaguars,0,,,Jacksonville Jaguars,3,1
48,7,18,Josh Allen,QB,Buffalo Bills,JYAKER23,Josh Allen,Buffalo Bills,1,1,1,Kansas City Chiefs,2,1
48,6,19,Jaylen Warren,RB,Pittsburgh Steelers,KRUTCHES93,Daniel Jones,Indianapolis Colts,0,,,Indianapolis Colts,1,1
48,5,20,Tyler Warren,TE,Indianapolis Colts,DANJPRECIADO,Jared Goff,Detroit Lions,0,,,Pittsburgh Steelers,1,1
48,4,21,Tyrone Tracy,RB,New York Giants,PATRICKBARN,Brock Purdy,San Francisco 49ers,0,,,San Francisco 49ers,2,1
48,3,22,Chase Brown,RB,Cincinnati Bengals,COLEANDERSON,Caleb Williams,Chicago Bears,0,,,Chicago Bears,3,1
48,2,23,Nico Collins,WR,Houston Texans,LEE121503,Drake Maye,New England Patriots,0,,,Denver Broncos,1,1
48,1,24,Ladd McConkey,WR,Los Angeles Chargers,VINDEP,Jaxson Dart,New York Giants,0,,,Tennessee Titans,0,0
48,1,25,George Kittle,TE,San Francisco 49ers,VINDEP,Jaxson Dart,New York Giants,0,,,New York Giants,2,1
48,2,26,Tucker Kraft,TE,Green Bay Packers,LEE121503,Drake Maye,New England Patriots,0,,,Carolina Panthers,1,1
48,3,27,Rome Odunze,WR,Chicago Bears,COLEANDERSON,Caleb Williams,Chicago Bears,1,,,Cincinnati Bengals,1,1
48,4,28,Brock Bowers,TE,Las Vegas Raiders,PATRICKBARN,Brock Purdy,San Francisco 49ers,0,,,Jacksonville Jaguars,0,0
48,5,29,DK Metcalf,WR,Pittsburgh Steelers,DANJPRECIADO,Jared Goff,Detroit Lions,0,,,Indianapolis Colts,1,1
48,6,30,Travis Etienne Jr.,RB,Jacksonville Jaguars,KRUTCHES93,Daniel Jones,Indianapolis Colts,0,,,Las Vegas Raiders,0,0
48,7,31,Oronde Gadsden,TE,Los Angeles Chargers,JYAKER23,Josh Allen,Buffalo Bills,0,,,Tennessee Titans,0,0
48,8,32,Brian Thomas,WR,Jacksonville Jaguars,ABCD4761,Trevor Lawrence,Jacksonville Jaguars,1,,,Las Vegas Raiders,1,1
48,9,33,Michael Pittman Jr.,WR,Indianapolis Colts,GUNNEROSS,Patrick Mahomes,Kansas City Chiefs,0,,,Pittsburgh Steelers,0,0
48,10,34,Drake London,WR,Atlanta Falcons,FULLYLOADED,Jordan Love,Green Bay Packers,0,,,New England Patriots,0,0
48,11,35,Justin Herbert,QB,Los Angeles Chargers,TYLER2121,Justin Herbert,Los Angeles Chargers,1,2,1,Tennessee Titans,0,0
48,12,36,David Montgomery,RB,Detroit Lions,CHRISTIAN,Matthew Stafford,Los Angeles Rams,0,,,Minnesota Vikings,1,1
48,12,37,Tee Higgins,WR,Cincinnati Bengals,CHRISTIAN,Matthew Stafford,Los Angeles Rams,0,,,Chicago Bears,0,0
48,11,38,Travis Kelce,TE,Kansas City Chiefs,TYLER2121,Justin Herbert,Los Angeles Chargers,0,,,Buffalo Bills,1,1
48,10,39,Xavier Worthy,WR,Kansas City Chiefs,FULLYLOADED,Jordan Love,Green Bay Packers,0,,,Buffalo Bills,0,0
48,9,40,Rico Dowdle,RB,Carolina Panthers,GUNNEROSS,Patrick Mahomes,Kansas City Chiefs,0,,,Green Bay Packers,0,0
48,8,41,Travis Hunter,WR,Jacksonville Jaguars,ABCD4761,Trevor Lawrence,Jacksonville Jaguars,1,,,Las Vegas Raiders,1,1
48,7,42,Kareem Hunt,RB,Kansas City Chiefs,JYAKER23,Josh Allen,Buffalo Bills,0,,,Buffalo Bills,2,1
48,6,43,Stefon Diggs,WR,New England Patriots,KRUTCHES93,Daniel Jones,Indianapolis Colts,0,,,Atlanta Falcons,0,0
48,5,44,Chris Olave,WR,New Orleans Saints,DANJPRECIADO,Jared Goff,Detroit Lions,0,,,Los Angeles Rams,1,1
48,4,45,Jameson Williams,WR,Detroit Lions,PATRICKBARN,Brock Purdy,San Francisco 49ers,0,,,Minnesota Vikings,0,0
48,3,46,Sam LaPorta,TE,Detroit Lions,COLEANDERSON,Caleb Williams,Chicago Bears,0,,,Minnesota Vikings,0,0
48,2,47,Drake Maye,QB,New England Patriots,LEE121503,Drake Maye,New England Patriots,1,0,0,Atlanta Falcons,0,0
48,1,48,Rhamondre Stevenson,RB,New England Patriots,VINDEP,Jaxson Dart,New York Giants,0,,,Atlanta Falcons,0,0
48,1,49,Jaxson Dart,QB,New York Giants,VINDEP,Jaxson Dart,New York Giants,1,1,1,San Francisco 49ers,2,1
48,2,50,Tetairoa McMillan,WR,Carolina Panthers,LEE121503,Drake Maye,New England Patriots,0,,,Green Bay Packers,1,1
48,3,51,Caleb Williams,QB,Chicago Bears,COLEANDERSON,Caleb Williams,Chicago Bears,1,2,1,Cincinnati Bengals,1,1
48,4,52,Brock Purdy,QB,San Francisco 49ers,PATRICKBARN,Brock Purdy,San Francisco 49ers,1,1,1,New York Giants,1,1
48,5,53,J.K. Dobbins,RB,Denver Broncos,DANJPRECIADO,Jared Goff,Detroit Lions,0,,,Houston Texans,0,0
48,6,54,Daniel Jones,QB,Indianapolis Colts,KRUTCHES93,Daniel Jones,Indianapolis Colts,1,0,0,Pittsburgh Steelers,1,1
48,7,55,Khalil Shakir,WR,Buffalo Bills,JYAKER23,Josh Allen,Buffalo Bills,1,,,Kansas City Chiefs,2,1
48,8,56,Colston Loveland,TE,Chicago Bears,ABCD4761,Trevor Lawrence,Jacksonville Jaguars,0,,,Cincinnati Bengals,0,0
48,9,57,Jordan Addison,WR,Minnesota Vikings,GUNNEROSS,Patrick Mahomes,Kansas City Chiefs,0,,,Detroit Lions,1,1
48,10,58,Theo Johnson,TE,New York Giants,FULLYLOADED,Jordan Love,Green Bay Packers,0,,,San Francisco 49ers,0,0
48,11,59,Keenan Allen,WR,Los Angeles Chargers,TYLER2121,Justin Herbert,Los Angeles Chargers,1,,,Tennessee Titans,0,0
48,12,60,Dalton Kincaid,TE,Buffalo Bills,CHRISTIAN,Matthew Stafford,Los Angeles Rams,0,,,Kansas City Chiefs,0,0
48,12,61,Matthew Stafford,QB,Los Angeles Rams,CHRISTIAN,Matthew Stafford,Los Angeles Rams,1,1,1,New Orleans Saints,0,0
48,11,62,Romeo Doubs,WR,Green Bay Packers,TYLER2121,Justin Herbert,Los Angeles Chargers,0,,,Carolina Panthers,0,0
48,10,63,Jordan Love,QB,Green Bay Packers,FULLYLOADED,Jordan Love,Green Bay Packers,1,0,0,Carolina Panthers,0,0
48,9,64,Kyle Pitts,TE,Atlanta Falcons,GUNNEROSS,Patrick Mahomes,Kansas City Chiefs,0,,,New England Patriots,0,0
48,8,65,Trevor Lawrence,QB,Jacksonville Jaguars,ABCD4761,Trevor Lawrence,Jacksonville Jaguars,1,2,1,Las Vegas Raiders,1,1
48,7,66,Alvin Kamara,RB,New Orleans Saints,JYAKER23,Josh Allen,Buffalo Bills,0,,,Los Angeles Rams,0,0
48,6,67,Hunter Henry,TE,New England Patriots,KRUTCHES93,Daniel Jones,Indianapolis Colts,0,,,Atlanta Falcons,0,0
48,5,68,Jared Goff,QB,Detroit Lions,DANJPRECIADO,Jared Goff,Detroit Lions,1,0,0,Minnesota Vikings,0,0
48,4,69,Jauan Jennings,WR,San Francisco 49ers,PATRICKBARN,Brock Purdy,San Francisco 49ers,1,,,New York Giants,1,1
48,3,70,D.J. Moore,WR,Chicago Bears,COLEANDERSON,Caleb Williams,Chicago Bears,1,,,Cincinnati Bengals,1,1
48,2,71,Courtland Sutton,WR,Denver Broncos,LEE121503,Drake Maye,New England Patriots,0,,,Houston Texans,1,1
48,1,72,Wan'Dale Robinson,WR,New York Giants,VINDEP,Jaxson Dart,New York Giants,1,,,San Francisco 49ers,2,1
49,1,1,Christian McCaffrey,RB,San Francisco 49ers,VINDEP,Jaxson Dart,New York Giants,0,,,New York Giants,2,1
49,2,2,Jonathan Taylor,RB,Indianapolis Colts,SHAGNASTYB,Caleb Williams,Chicago Bears,0,,,Pittsburgh Steelers,0,0
49,3,3,Jahmyr Gibbs,RB,Detroit Lions,JEWISHMCCAF,Daniel Jones,Indianapolis Colts,0,,,Minnesota Vikings,1,1
49,4,4,Bijan Robinson,RB,Atlanta Falcons,FULLYLOADED,Trevor Lawrence,Jacksonville Jaguars,0,,,New England Patriots,0,0
49,5,5,Puka Nacua,WR,Los Angeles Rams,WHODEYSSS,Matthew Stafford,Los Angeles Rams,1,,,New Orleans Saints,0,0
49,6,6,Ja'Marr Chase,WR,Cincinnati Bengals,KURUC711,Drake Maye,New England Patriots,0,,,Chicago Bears,0,0
49,7,7,Rashee Rice,WR,Kansas City Chiefs,TUBINIS2121,Bo Nix,Denver Broncos,0,,,Buffalo Bills,0,0
49,8,8,Josh Jacobs,RB,Green Bay Packers,MARIOSOLAR,Josh Allen,Buffalo Bills,0,,,Carolina Panthers,0,0
49,9,9,Kyren Williams,RB,Los Angeles Rams,LEE121503,Jordan Love,Green Bay Packers,0,,,New Orleans Saints,0,0
49,10,10,Amon-Ra St. Brown,WR,Detroit Lions,IN3US,Jared Goff,Detroit Lions,1,,,Minnesota Vikings,1,1
49,11,11,James Cook,RB,Buffalo Bills,GSD4,Justin Herbert,Los Angeles Chargers,0,,,Kansas City Chiefs,0,0
49,12,12,Patrick Mahomes,QB,Kansas City Chiefs,CHRISTIAN,Patrick Mahomes,Kansas City Chiefs,1,2,1,Buffalo Bills,1,1
49,12,13,D'Andre Swift,RB,Chicago Bears,CHRISTIAN,Patrick Mahomes,Kansas City Chiefs,0,,,Cincinnati Bengals,0,0
49,11,14,Kimani Vidal,RB,Los Angeles Chargers,GSD4,Justin Herbert,Los Angeles Chargers,1,,,Tennessee Titans,0,0
49,10,15,Justin Jefferson,WR,Minnesota Vikings,IN3US,Jared Goff,Detroit Lions,0,,,Detroit Lions,2,1
49,9,16,Rome Odunze,WR,Chicago Bears,LEE121503,Jordan Love,Green Bay Packers,0,,,Cincinnati Bengals,1,1
49,8,17,Josh Allen,QB,Buffalo Bills,MARIOSOLAR,Josh Allen,Buffalo Bills,1,0,0,Kansas City Chiefs,0,0
49,7,18,Davante Adams,WR,Los Angeles Rams,TUBINIS2121,Bo Nix,Denver Broncos,0,,,New Orleans Saints,1,1
49,6,19,Ashton Jeanty,RB,Las Vegas Raiders,KURUC711,Drake Maye,New England Patriots,0,,,Jacksonville Jaguars,0,0
49,5,20,Ladd McConkey,WR,Los Angeles Chargers,WHODEYSSS,Matthew Stafford,Los Angeles Rams,0,,,Tennessee Titans,0,0
49,4,21,Tyler Warren,TE,Indianapolis Colts,FULLYLOADED,Trevor Lawrence,Jacksonville Jaguars,0,,,Pittsburgh Steelers,0,0
49,3,22,Jaylen Warren,RB,Pittsburgh Steelers,JEWISHMCCAF,Daniel Jones,Indianapolis Colts,0,,,Indianapolis Colts,1,1
49,2,23,George Kittle,TE,San Francisco 49ers,SHAGNASTYB,Caleb Williams,Chicago Bears,0,,,New York Giants,0,0
49,1,24,Tyrone Tracy,RB,New York Giants,VINDEP,Jaxson Dart,New York Giants,1,,,San Francisco 49ers,1,1
49,1,25,Tucker Kraft,TE,Green Bay Packers,VINDEP,Jaxson Dart,New York Giants,0,,,Carolina Panthers,0,0
49,2,26,Nico Collins,WR,Houston Texans,SHAGNASTYB,Caleb Williams,Chicago Bears,0,,,Denver Broncos,0,0
49,3,27,DK Metcalf,WR,Pittsburgh Steelers,JEWISHMCCAF,Daniel Jones,Indianapolis Colts,0,,,Indianapolis Colts,1,1
49,4,28,Chase Brown,RB,Cincinnati Bengals,FULLYLOADED,Trevor Lawrence,Jacksonville Jaguars,0,,,Chicago Bears,0,0
49,5,29,Travis Etienne Jr.,RB,Jacksonville Jaguars,WHODEYSSS,Matthew Stafford,Los Angeles Rams,0,,,Las Vegas Raiders,0,0
49,6,30,Drake London,WR,Atlanta Falcons,KURUC711,Drake Maye,New England Patriots,0,,,New England Patriots,1,1
49,7,31,Rico Dowdle,RB,Carolina Panthers,TUBINIS2121,Bo Nix,Denver Broncos,0,,,Green Bay Packers,0,0
49,8,32,Brock Bowers,TE,Las Vegas Raiders,MARIOSOLAR,Josh Allen,Buffalo Bills,0,,,Jacksonville Jaguars,1,1
49,9,33,Michael Pittman Jr.,WR,Indianapolis Colts,LEE121503,Jordan Love,Green Bay Packers,0,,,Pittsburgh Steelers,1,1
49,10,34,Oronde Gadsden,TE,Los Angeles Chargers,IN3US,Jared Goff,Detroit Lions,0,,,Tennessee Titans,0,0
49,11,35,Justin Herbert,QB,Los Angeles Chargers,GSD4,Justin Herbert,Los Angeles Chargers,1,2,1,Tennessee Titans,0,0
49,12,36,Xavier Worthy,WR,Kansas City Chiefs,CHRISTIAN,Patrick Mahomes,Kansas City Chiefs,1,,,Buffalo Bills,1,1
49,12,37,Travis Kelce,TE,Kansas City Chiefs,CHRISTIAN,Patrick Mahomes,Kansas City Chiefs,1,,,Buffalo Bills,1,1
49,11,38,Stefon Diggs,WR,New England Patriots,GSD4,Justin Herbert,Los Angeles Chargers,0,,,Atlanta Falcons,0,0
49,10,39,Kareem Hunt,RB,Kansas City Chiefs,IN3US,Jared Goff,Detroit Lions,0,,,Buffalo Bills,0,0
49,9,40,Tee Higgins,WR,Cincinnati Bengals,LEE121503,Jordan Love,Green Bay Packers,0,,,Chicago Bears,1,1
49,8,41,Brian Thomas,WR,Jacksonville Jaguars,MARIOSOLAR,Josh Allen,Buffalo Bills,0,,,Las Vegas Raiders,1,1
49,7,42,Chris Olave,WR,New Orleans Saints,TUBINIS2121,Bo Nix,Denver Broncos,0,,,Los Angeles Rams,1,1
49,6,43,Drake Maye,QB,New England Patriots,KURUC711,Drake Maye,New England Patriots,1,0,0,Atlanta Falcons,1,1
49,5,44,Sam LaPorta,TE,Detroit Lions,WHODEYSSS,Matthew Stafford,Los Angeles Rams,0,,,Minnesota Vikings,0,0
49,4,45,Brian Thomas,WR,Jacksonville Jaguars,FULLYLOADED,Trevor Lawrence,Jacksonville Jaguars,1,,,Las Vegas Raiders,0,0
49,3,46,Jordan Addison,WR,Minnesota Vikings,JEWISHMCCAF,Daniel Jones,Indianapolis Colts,0,,,Detroit Lions,1,1
49,2,47,Caleb Williams,QB,Chicago Bears,SHAGNASTYB,Caleb Williams,Chicago Bears,1,0,0,Cincinnati Bengals,0,0
49,1,48,Jaxson Dart,QB,New York Giants,VINDEP,Jaxson Dart,New York Giants,1,1,1,San Francisco 49ers,1,1
49,1,49,Keenan Allen,WR,Los Angeles Chargers,VINDEP,Jaxson Dart,New York Giants,0,,,Tennessee Titans,0,0
49,2,50,Jameson Williams,WR,Detroit Lions,SHAGNASTYB,Caleb Williams,Chicago Bears,0,,,Minnesota Vikings,0,0
49,3,51,Daniel Jones,QB,Indianapolis Colts,JEWISHMCCAF,Daniel Jones,Indianapolis Colts,1,0,0,Pittsburgh Steelers,2,1
49,4,52,Tetairoa McMillan,WR,Carolina Panthers,FULLYLOADED,Trevor Lawrence,Jacksonville Jaguars,0,,,Green Bay Packers,0,0
49,5,53,David Montgomery,RB,Detroit Lions,WHODEYSSS,Matthew Stafford,Los Angeles Rams,0,,,Minnesota Vikings,0,0
49,6,54,Dalton Kincaid,TE,Buffalo Bills,KURUC711,Drake Maye,New England Patriots,0,,,Kansas City Chiefs,0,0
49,7,55,Kyle Pitts,TE,Atlanta Falcons,TUBINIS2121,Bo Nix,Denver Broncos,0,,,New England Patriots,0,0
49,8,56,Rhamondre Stevenson,RB,New England Patriots,MARIOSOLAR,Josh Allen,Buffalo Bills,0,,,Atlanta Falcons,0,0
49,9,57,Jordan Love,QB,Green Bay Packers,LEE121503,Jordan Love,Green Bay Packers,1,0,0,Carolina Panthers,0,0
49,10,58,J.K. Dobbins,RB,Denver Broncos,IN3US,Jared Goff,Detroit Lions,0,,,Houston Texans,0,0
49,11,59,Theo Johnson,TE,New York Giants,GSD4,Justin Herbert,Los Angeles Chargers,0,,,San Francisco 49ers,0,0
49,12,60,Khalil Shakir,WR,Buffalo Bills,CHRISTIAN,Patrick Mahomes,Kansas City Chiefs,0,,,Kansas City Chiefs,3,1
49,12,61,Alvin Kamara,RB,New Orleans Saints,CHRISTIAN,Patrick Mahomes,Kansas City Chiefs,0,,,Los Angeles Rams,0,0
49,11,62,Quentin Johnston,WR,Los Angeles Chargers,GSD4,Justin Herbert,Los Angeles Chargers,1,,,Tennessee Titans,0,0
49,10,63,Jared Goff,QB,Detroit Lions,IN3US,Jared Goff,Detroit Lions,1,1,1,Minnesota Vikings,1,1
49,9,64,Pat Freiermuth,TE,Pittsburgh Steelers,LEE121503,Jordan Love,Green Bay Packers,0,,,Indianapolis Colts,1,1
49,8,65,Wan'Dale Robinson,WR,New York Giants,MARIOSOLAR,Josh Allen,Buffalo Bills,0,,,San Francisco 49ers,0,0
49,7,66,Bo Nix,QB,Denver Broncos,TUBINIS2121,Bo Nix,Denver Broncos,1,0,0,Houston Texans,0,0
49,6,67,Jauan Jennings,WR,San Francisco 49ers,KURUC711,Drake Maye,New England Patriots,0,,,New York Giants,0,0
49,5,68,Matthew Stafford,QB,Los Angeles Rams,WHODEYSSS,Matthew Stafford,Los Angeles Rams,1,1,1,New Orleans Saints,0,0
49,4,69,Trevor Lawrence,QB,Jacksonville Jaguars,FULLYLOADED,Trevor Lawrence,Jacksonville Jaguars,1,1,1,Las Vegas Raiders,0,0
49,3,70,Hunter Henry,TE,New England Patriots,JEWISHMCCAF,Daniel Jones,Indianapolis Colts,0,,,Atlanta Falcons,0,0
49,2,71,Rashid Shaheed,WR,New Orleans Saints,SHAGNASTYB,Caleb Williams,Chicago Bears,0,,,Los Angeles Rams,0,0
49,1,72,Romeo Doubs,WR,Green Bay Packers,VINDEP,Jaxson Dart,New York Giants,0,,,Carolina Panthers,0,0
