Draft,Team,Pick,Player,Position,NFL_Team,User,Fantasy QB,QB Team,Stacked,DBL Stack,QB Stack,Opponent,Double Run,Runback
36,3,27,Nico Collins,WR,Houston Texans,D4VE,Brock Purdy,San Francisco 49ers,0,,,Denver Broncos,0,0
36,4,28,Brock Bowers,TE,Las Vegas Raiders,PLAYERQ,Bo Nix,Denver Broncos,0,,,Jacksonville Jaguars,0,0
36,5,29,Travis Etienne Jr.,RB,Jacksonville Jaguars,RMCKIERNAN9,Caleb Williams,Chicago Bears,0,,,Las Vegas Raiders,0,0
36,6,30,Xavier Worthy,WR,Kansas City Chiefs,TUBZ21,Patrick Mahomes,Kansas City Chiefs,1,,,Buffalo Bills,0,0
36,7,31,Tyrone Tracy,RB,New York Giants,DALDREAMDEMI,Justin Herbert,Los Angeles Chargers,0,,,San Francisco 49ers,0,0
36,8,32,Michael Pittman Jr.,WR,Indianapolis Colts,FULLYLOADED,Matthew Stafford,Los Angeles Rams,0,,,Pittsburgh Steelers,0,0
36,9,33,Drake London,WR,Atlanta Falcons,MONEYMONTEZ,Jared Goff,Detroit Lions,0,,,New England Patriots,0,0
36,10,34,Oronde Gadsden,TE,Los Angeles Chargers,LENKEITH,Josh Allen,Buffalo Bills,0,,,Tennessee Titans,1,1
36,11,35,Chris Olave,WR,New Orleans Saints,HOTSIZAUCE,Jaxson Dart,New York Giants,0,,,Los Angeles Rams,1,1
36,12,36,Tee Higgins,WR,Cincinnati Bengals,FFLINX,Drake Maye,New England Patriots,0,,,Chicago Bears,1,1
36,12,37,Drake Maye,QB,New England Patriots,FFLINX,Drake Maye,New England Patriots,1,1,1,Atlanta Falcons,0,0
36,11,38,Travis Hunter,WR,Jacksonville Jaguars,HOTSIZAUCE,Jaxson Dart,New York Giants,0,,,Las Vegas Raiders,0,0
36,10,39,Rico Dowdle,RB,Carolina Panthers,LENKEITH,Josh Allen,Buffalo Bills,0,,,Green Bay Packers,0,0
36,9,40,Travis Kelce,TE,Kansas City Chiefs,MONEYMONTEZ,Jared Goff,Detroit Lions,0,,,Buffalo Bills,0,0
36,8,41,Brian Thomas,WR,Jacksonville Jaguars,FULLYLOADED,Matthew Stafford,Los Angeles Rams,0,,,Las Vegas Raiders,0,0
36,7,42,Justin Herbert,QB,Los Angeles Chargers,DALDREAMDEMI,Justin Herbert,Los Angeles Chargers,1,0,0,Tennessee Titans,0,0
36,6,43,Keenan Allen,WR,Los Angeles Chargers,TUBZ21,Patrick Mahomes,Kansas City Chiefs,0,,,Tennessee Titans,0,0
36,5,44,Jordan Addison,WR,Minnesota Vikings,RMCKIERNAN9,Caleb Williams,Chicago Bears,0,,,Detroit Lions,0,0
36,4,45,Tetairoa McMillan,WR,Carolina Panthers,PLAYERQ,Bo Nix,Denver Broncos,0,,,Green Bay Packers,0,0
36,3,46,Stefon Diggs,WR,New England Patriots,D4VE,Brock Purdy,San Francisco 49ers,0,,,Atlanta Falcons,0,0
36,2,47,Daniel Jones,QB,Indianapolis Colts,GICOR001,Daniel Jones,Indianapolis Colts,1,1,1,Pittsburgh Steelers,0,0
36,1,48,Rhamondre Stevenson,RB,New England Patriots,TUBINIS2121,Jordan Love,Green Bay Packers,0,,,Atlanta Falcons,0,0
36,1,49,Jordan Love,QB,Green Bay Packers,TUBINIS2121,Jordan Love,Green Bay Packers,1,2,1,Carolina Panthers,0,0
36,2,50,Courtland Sutton,WR,Denver Broncos,GICOR001,Daniel Jones,Indianapolis Colts,0,,,Houston Texans,0,0
36,3,51,Sam LaPorta,TE,Detroit Lions,D4VE,Brock Purdy,San Francisco 49ers,0,,,Minnesota Vikings,0,0
36,4,52,David Montgomery,RB,Detroit Lions,PLAYERQ,Bo Nix,Denver Broncos,0,,,Minnesota Vikings,0,0
36,5,53,Caleb Williams,QB,Chicago Bears,RMCKIERNAN9,Caleb Williams,Chicago Bears,1,1,1,Cincinnati Bengals,0,0
36,6,54,Kareem Hunt,RB,Kansas City Chiefs,TUBZ21,Patrick Mahomes,Kansas City Chiefs,1,,,Buffalo Bills,0,0
36,7,55,J.K. Dobbins,RB,Denver Broncos,DALDREAMDEMI,Justin Herbert,Los Angeles Chargers,0,,,Houston Texans,0,0
36,8,56,Kyle Pitts,TE,Atlanta Falcons,FULLYLOADED,Matthew Stafford,Los Angeles Rams,0,,,New England Patriots,0,0
36,9,57,Jared Goff,QB,Detroit Lions,MONEYMONTEZ,Jared Goff,Detroit Lions,1,2,1,Minnesota Vikings,0,0
36,10,58,Khalil Shakir,WR,Buffalo Bills,LENKEITH,Josh Allen,Buffalo Bills,1,,,Kansas City Chiefs,1,1
36,11,59,Theo Johnson,TE,New York Giants,HOTSIZAUCE,Jaxson Dart,New York Giants,1,,,San Francisco 49ers,0,0
36,12,60,Kayshon Boutte,WR,New England Patriots,FFLINX,Drake Maye,New England Patriots,1,,,Atlanta Falcons,0,0
36,12,61,Pat Freiermuth,TE,Pittsburgh Steelers,FFLINX,Drake Maye,New England Patriots,0,,,Indianapolis Colts,0,0
36,11,62,Jaxson Dart,QB,New York Giants,HOTSIZAUCE,Jaxson Dart,New York Giants,1,1,1,San Francisco 49ers,0,0
36,10,63,Tyjae Spears,RB,Tennessee Titans,LENKEITH,Josh Allen,Buffalo Bills,0,,,Los Angeles Chargers,1,1
36,9,64,Jameson Williams,WR,Detroit Lions,MONEYMONTEZ,Jared Goff,Detroit Lions,1,,,Minnesota Vikings,0,0
36,8,65,Matthew Stafford,QB,Los Angeles Rams,FULLYLOADED,Matthew Stafford,Los Angeles Rams,1,1,1,New Orleans Saints,0,0
36,7,66,Dalton Kincaid,TE,Buffalo Bills,DALDREAMDEMI,Justin Herbert,Los Angeles Chargers,0,,,Kansas City Chiefs,0,0
36,6,67,Hunter Henry,TE,New England Patriots,TUBZ21,Patrick Mahomes,Kansas City Chiefs,0,,,Atlanta Falcons,0,0
36,5,68,T.J. Hockenson,TE,Minnesota Vikings,RMCKIERNAN9,Caleb Williams,Chicago Bears,0,,,Detroit Lions,0,0
36,4,69,Bo Nix,QB,Denver Broncos,PLAYERQ,Bo Nix,Denver Broncos,1,0,0,Houston Texans,0,0
36,3,70,Brock Purdy,QB,San Francisco 49ers,D4VE,Brock Purdy,San Francisco 49ers,1,0,0,New York Giants,0,0
36,2,71,D.J. Moore,WR,Chicago Bears,GICOR001,Daniel Jones,Indianapolis Colts,0,,,Cincinnati Bengals,0,0
36,1,72,Romeo Doubs,WR,Green Bay Packers,TUBINIS2121,Jordan Love,Green Bay Packers,1,,,Carolina Panthers,0,0
37,1,1,Jonathan Taylor,RB,Indianapolis Colts,CGEEEEEE,Jaxson Dart,New York Giants,0,,,Pittsburgh Steelers,1,1
37,2,2,Christian McCaffrey,RB,San Francisco 49ers,YUZENN,Brock Purdy,San Francisco 49ers,1,,,New York Giants,0,0
37,3,3,Jahmyr Gibbs,RB,Detroit Lions,MONEYMONTEZ,Caleb Williams,Chicago Bears,0,,,Minnesota Vikings,0,0
37,4,4,Bijan Robinson,RB,Atlanta Falcons,FULLYLOADED,Jordan Love,Green Bay Packers,0,,,New England Patriots,0,0
37,5,5,Puka Nacua,WR,Los Angeles Rams,HDJDHDJDJSK,Daniel Jones,Indianapolis Colts,0,,,New Orleans Saints,0,0
37,6,6,Josh Jacobs,RB,Green Bay Packers,PIRI24,Jared Goff,Detroit Lions,0,,,Carolina Panthers,0,0
37,7,7,Rashee Rice,WR,Kansas City Chiefs,LENKEITH,Drake Maye,New England Patriots,0,,,Buffalo Bills,0,0
37,8,8,Ja'Marr Chase,WR,Cincinnati Bengals,D4VE,Patrick Mahomes,Kansas City Chiefs,0,,,Chicago Bears,0,0
37,9,9,D'Andre Swift,RB,Chicago Bears,AARONFNW,Matthew Stafford,Los Angeles Rams,0,,,Cincinnati Bengals,0,0
37,10,10,Amon-Ra St. Brown,WR,Detroit Lions,HOTSIZAUCE,Trevor Lawrence,Jacksonville Jaguars,0,,,Minnesota Vikings,1,1
37,11,11,James Cook,RB,Buffalo Bills,TUBZ21,Josh Allen,Buffalo Bills,1,,,Kansas City Chiefs,0,0
37,12,12,Kyren Williams,RB,Los Angeles Rams,JGFC,Justin Herbert,Los Angeles Chargers,0,,,New Orleans Saints,1,1
37,12,13,Kimani Vidal,RB,Los Angeles Chargers,JGFC,Justin Herbert,Los Angeles Chargers,1,,,Tennessee Titans,0,0
37,11,14,Josh Allen,QB,Buffalo Bills,TUBZ21,Josh Allen,Buffalo Bills,1,2,1,Kansas City Chiefs,0,0
37,10,15,Justin Jefferson,WR,Minnesota Vikings,HOTSIZAUCE,Trevor Lawrence,Jacksonville Jaguars,0,,,Detroit Lions,1,1
37,9,16,Davante Adams,WR,Los Angeles Rams,AARONFNW,Matthew Stafford,Los Angeles Rams,1,,,New Orleans Saints,0,0
37,8,17,Patrick Mahomes,QB,Kansas City Chiefs,D4VE,Patrick Mahomes,Kansas City Chiefs,1,0,0,Buffalo Bills,0,0
37,7,18,Ashton Jeanty,RB,Las Vegas Raiders,LENKEITH,Drake Maye,New England Patriots,0,,,Jacksonville Jaguars,0,0
37,6,19,Chase Brown,RB,Cincinnati Bengals,PIRI24,Jared Goff,Detroit Lions,0,,,Chicago Bears,0,0
37,5,20,Tucker Kraft,TE,Green Bay Packers,HDJDHDJDJSK,Daniel Jones,Indianapolis Colts,0,,,Carolina Panthers,1,1
37,4,21,Ladd McConkey,WR,Los Angeles Chargers,FULLYLOADED,Jordan Love,Green Bay Packers,0,,,Tennessee Titans,0,0
37,3,22,Nico Collins,WR,Houston Texans,MONEYMONTEZ,Caleb Williams,Chicago Bears,0,,,Denver Broncos,1,1
37,2,23,Michael Pittman Jr.,WR,Indianapolis Colts,YUZENN,Brock Purdy,San Francisco 49ers,0,,,Pittsburgh Steelers,0,0
37,1,24,Jaylen Warren,RB,Pittsburgh Steelers,CGEEEEEE,Jaxson Dart,New York Giants,0,,,Indianapolis Colts,1,1
37,1,25,George Kittle,TE,San Francisco 49ers,CGEEEEEE,Jaxson Dart,New York Giants,0,,,New York Giants,2,1
37,2,26,Rome Odunze,WR,Chicago Bears,YUZENN,Brock Purdy,San Francisco 49ers,0,,,Cincinnati Bengals,0,0
37,3,27,Xavier Worthy,WR,Kansas City Chiefs,MONEYMONTEZ,Caleb Williams,Chicago Bears,0,,,Buffalo Bills,0,0
37,4,28,Travis Etienne Jr.,RB,Jacksonville Jaguars,FULLYLOADED,Jordan Love,Green Bay Packers,0,,,Las Vegas Raiders,0,0
37,5,29,Tyler Warren,TE,Indianapolis Colts,HDJDHDJDJSK,Daniel Jones,Indianapolis Colts,1,,,Pittsburgh Steelers,0,0
37,6,30,Drake London,WR,Atlanta Falcons,PIRI24,Jared Goff,Detroit Lions,0,,,New England Patriots,0,0
37,7,31,DK Metcalf,WR,Pittsburgh Steelers,LENKEITH,Drake Maye,New England Patriots,0,,,Indianapolis Colts,0,0
37,8,32,Tyrone Tracy,RB,New York Giants,D4VE,Patrick Mahomes,Kansas City Chiefs,0,,,San Francisco 49ers,0,0
37,9,33,Brock Bowers,TE,Las Vegas Raiders,AARONFNW,Matthew Stafford,Los Angeles Rams,0,,,Jacksonville Jaguars,0,0
37,10,34,Oronde Gadsden,TE,Los Angeles Chargers,HOTSIZAUCE,Trevor Lawrence,Jacksonville Jaguars,0,,,Tennessee Titans,0,0
37,11,35,Tee Higgins,WR,Cincinnati Bengals,TUBZ21,Josh Allen,Buffalo Bills,0,,,Chicago Bears,0,0
37,12,36,Chris Olave,WR,New Orleans Saints,JGFC,Justin Herbert,Los Angeles Chargers,0,,,Los Angeles Rams,1,1
37,12,37,Justin Herbert,QB,Los Angeles Chargers,JGFC,Justin Herbert,Los Angeles Chargers,1,1,1,Tennessee Titans,0,0
37,11,38,David Montgomery,RB,Detroit Lions,TUBZ21,Josh Allen,Buffalo Bills,0,,,Minnesota Vikings,0,0
37,10,39,Travis Hunter,WR,Jacksonville Jaguars,HOTSIZAUCE,Trevor Lawrence,Jacksonville Jaguars,1,,,Las Vegas Raiders,0,0
37,9,40,Keenan Allen,WR,Los Angeles Chargers,AARONFNW,Matthew Stafford,Los Angeles Rams,0,,,Tennessee Titans,0,0
37,8,41,Stefon Diggs,WR,New England Patriots,D4VE,Patrick Mahomes,Kansas City Chiefs,0,,,Atlanta Falcons,0,0
37,7,42,Drake Maye,QB,New England Patriots,LENKEITH,Drake Maye,New England Patriots,1,2,1,Atlanta Falcons,0,0
37,6,43,Sam LaPorta,TE,Detroit Lions,PIRI24,Jared Goff,Detroit Lions,1,,,Minnesota Vikings,0,0
37,5,44,Daniel Jones,QB,Indianapolis Colts,HDJDHDJDJSK,Daniel Jones,Indianapolis Colts,1,1,1,Pittsburgh Steelers,0,0
37,4,45,Brian Thomas,WR,Jacksonville Jaguars,FULLYLOADED,Jordan Love,Green Bay Packers,0,,,Las Vegas Raiders,0,0
37,3,46,Caleb Williams,QB,Chicago Bears,MONEYMONTEZ,Caleb Williams,Chicago Bears,1,1,1,Cincinnati Bengals,0,0
37,2,47,Kareem Hunt,RB,Kansas City Chiefs,YUZENN,Brock Purdy,San Francisco 49ers,0,,,Buffalo Bills,0,0
37,1,48,Jordan Addison,WR,Minnesota Vikings,CGEEEEEE,Jaxson Dart,New York Giants,0,,,Detroit Lions,0,0
37,1,49,Jaxson Dart,QB,New York Giants,CGEEEEEE,Jaxson Dart,New York Giants,1,1,1,San Francisco 49ers,1,1
37,2,50,Travis Kelce,TE,Kansas City Chiefs,YUZENN,Brock Purdy,San Francisco 49ers,0,,,Buffalo Bills,0,0
37,3,51,D.J. Moore,WR,Chicago Bears,MONEYMONTEZ,Caleb Williams,Chicago Bears,1,,,Cincinnati Bengals,0,0
37,4,52,Kyle Pitts,TE,Atlanta Falcons,FULLYLOADED,Jordan Love,Green Bay Packers,0,,,New England Patriots,0,0
37,5,53,Rico Dowdle,RB,Carolina Panthers,HDJDHDJDJSK,Daniel Jones,Indianapolis Colts,0,,,Green Bay Packers,1,1
37,6,54,Jared Goff,QB,Detroit Lions,PIRI24,Jared Goff,Detroit Lions,1,2,1,Minnesota Vikings,0,0
37,7,55,Hunter Henry,TE,New England Patriots,LENKEITH,Drake Maye,New England Patriots,1,,,Atlanta Falcons,0,0
37,8,56,Rhamondre Stevenson,RB,New England Patriots,D4VE,Patrick Mahomes,Kansas City Chiefs,0,,,Atlanta Falcons,0,0
37,9,57,Matthew Stafford,QB,Los Angeles Rams,AARONFNW,Matthew Stafford,Los Angeles Rams,1,1,1,New Orleans Saints,0,0
37,10,58,J.K. Dobbins,RB,Denver Broncos,HOTSIZAUCE,Trevor Lawrence,Jacksonville Jaguars,0,,,Houston Texans,0,0
37,11,59,Dalton Kincaid,TE,Buffalo Bills,TUBZ21,Josh Allen,Buffalo Bills,1,,,Kansas City Chiefs,0,0
37,12,60,Tetairoa McMillan,WR,Carolina Panthers,JGFC,Justin Herbert,Los Angeles Chargers,0,,,Green Bay Packers,0,0
37,12,61,Colston Loveland,TE,Chicago Bears,JGFC,Justin Herbert,Los Angeles Chargers,0,,,Cincinnati Bengals,0,0
37,11,62,Christian Watson,WR,Green Bay Packers,TUBZ21,Josh Allen,Buffalo Bills,0,,,Carolina Panthers,0,0
37,10,63,Trevor Lawrence,QB,Jacksonville Jaguars,HOTSIZAUCE,Trevor Lawrence,Jacksonville Jaguars,1,1,1,Las Vegas Raiders,0,0
37,9,64,Kayshon Boutte,WR,New England Patriots,AARONFNW,Matthew Stafford,Los Angeles Rams,0,,,Atlanta Falcons,0,0
37,8,65,Juwan Johnson,TE,New Orleans Saints,D4VE,Patrick Mahomes,Kansas City Chiefs,0,,,Los Angeles Rams,0,0
37,7,66,TreVeyon Henderson,RB,New England Patriots,LENKEITH,Drake Maye,New England Patriots,1,,,Atlanta Falcons,0,0
37,6,67,Jameson Williams,WR,Detroit Lions,PIRI24,Jared Goff,Detroit Lions,1,,,Minnesota Vikings,0,0
37,5,68,Khalil Shakir,WR,Buffalo Bills,HDJDHDJDJSK,Daniel Jones,Indianapolis Colts,0,,,Kansas City Chiefs,0,0
37,4,69,Jordan Love,QB,Green Bay Packers,FULLYLOADED,Jordan Love,Green Bay Packers,1,0,0,Carolina Panthers,0,0
37,3,70,Evan Engram,TE,Denver Broncos,MONEYMONTEZ,Caleb Williams,Chicago Bears,0,,,Houston Texans,1,1
37,2,71,Brock Purdy,QB,San Francisco 49ers,YUZENN,Brock Purdy,San Francisco 49ers,1,1,1,New York Giants,0,0
37,1,72,Wan'Dale Robinson,WR,New York Giants,CGEEEEEE,Jaxson Dart,New York Giants,1,,,San Francisco 49ers,1,1
38,1,1,Puka Nacua,WR,Los Angeles Rams,GBD12,J.J. McCarthy,Minnesota Vikings,0,,,New Orleans Saints,0,0
38,2,2,Jonathan Taylor,RB,Indianapolis Colts,LINEOFSCRIM,Justin Herbert,Los Angeles Chargers,0,,,Pittsburgh Steelers,0,0
38,3,3,Christian McCaffrey,RB,San Francisco 49ers,STEADY314,Caleb Williams,Chicago Bears,0,,,New York Giants,0,0
38,4,4,Ja'Marr Chase,WR,Cincinnati Bengals,WILLSWEEPYH,Joe Flacco,Cincinnati Bengals,1,,,Chicago Bears,0,0
38,5,5,Jahmyr Gibbs,RB,Detroit Lions,CGEEEEEE,Jared Goff,Detroit Lions,1,,,Minnesota Vikings,0,0
38,6,6,Bijan Robinson,RB,Atlanta Falcons,FULLYLOADED,Daniel Jones,Indianapolis Colts,0,,,New England Patriots,0,0
38,7,7,Rashee Rice,WR,Kansas City Chiefs,BOOMERWINS,Trevor Lawrence,Jacksonville Jaguars,0,,,Buffalo Bills,0,0
38,8,8,Josh Jacobs,RB,Green Bay Packers,BUSTERSBOYS,Jaxson Dart,New York Giants,0,,,Carolina Panthers,0,0
38,9,9,Amon-Ra St. Brown,WR,Detroit Lions,GAVINHOPEW,Drake Maye,New England Patriots,0,,,Minnesota Vikings,0,0
38,10,10,Kyren Williams,RB,Los Angeles Rams,D4VE,Josh Allen,Buffalo Bills,0,,,New Orleans Saints,1,1
38,11,11,James Cook,RB,Buffalo Bills,DILLIANO,Matthew Stafford,Los Angeles Rams,0,,,Kansas City Chiefs,0,0
38,12,12,Patrick Mahomes,QB,Kansas City Chiefs,KEVINDINH0611,Patrick Mahomes,Kansas City Chiefs,1,0,0,Buffalo Bills,0,0
38,12,13,Ashton Jeanty,RB,Las Vegas Raiders,KEVINDINH0611,Patrick Mahomes,Kansas City Chiefs,0,,,Jacksonville Jaguars,0,0
38,11,14,Kimani Vidal,RB,Los Angeles Chargers,DILLIANO,Matthew Stafford,Los Angeles Rams,0,,,Tennessee Titans,0,0
38,10,15,Josh Allen,QB,Buffalo Bills,D4VE,Josh Allen,Buffalo Bills,1,1,1,Kansas City Chiefs,0,0
38,9,16,D'Andre Swift,RB,Chicago Bears,GAVINHOPEW,Drake Maye,New England Patriots,0,,,Cincinnati Bengals,0,0
38,8,17,Justin Jefferson,WR,Minnesota Vikings,BUSTERSBOYS,Jaxson Dart,New York Giants,0,,,Detroit Lions,0,0
38,7,18,Rome Odunze,WR,Chicago Bears,BOOMERWINS,Trevor Lawrence,Jacksonville Jaguars,0,,,Cincinnati Bengals,0,0
38,6,19,Davante Adams,WR,Los Angeles Rams,FULLYLOADED,Daniel Jones,Indianapolis Colts,0,,,New Orleans Saints,0,0
38,5,20,Tyrone Tracy,RB,New York Giants,CGEEEEEE,Jared Goff,Detroit Lions,0,,,San Francisco 49ers,0,0
38,4,21,Tyler Warren,TE,Indianapolis Colts,WILLSWEEPYH,Joe Flacco,Cincinnati Bengals,0,,,Pittsburgh Steelers,0,0
38,3,22,Tucker Kraft,TE,Green Bay Packers,STEADY314,Caleb Williams,Chicago Bears,0,,,Carolina Panthers,0,0
38,2,23,Ladd McConkey,WR,Los Angeles Chargers,LINEOFSCRIM,Justin Herbert,Los Angeles Chargers,1,,,Tennessee Titans,1,1
38,1,24,Chase Brown,RB,Cincinnati Bengals,GBD12,J.J. McCarthy,Minnesota Vikings,0,,,Chicago Bears,0,0
38,1,25,George Kittle,TE,San Francisco 49ers,GBD12,J.J. McCarthy,Minnesota Vikings,0,,,New York Giants,0,0
38,2,26,Justin Herbert,QB,Los Angeles Chargers,LINEOFSCRIM,Justin Herbert,Los Angeles Chargers,1,2,1,Tennessee Titans,1,1
38,3,27,Travis Etienne Jr.,RB,Jacksonville Jaguars,STEADY314,Caleb Williams,Chicago Bears,0,,,Las Vegas Raiders,0,0
38,4,28,Tee Higgins,WR,Cincinnati Bengals,WILLSWEEPYH,Joe Flacco,Cincinnati Bengals,1,,,Chicago Bears,0,0
38,5,29,Nico Collins,WR,Houston Texans,CGEEEEEE,Jared Goff,Detroit Lions,0,,,Denver Broncos,0,0
38,6,30,DK Metcalf,WR,Pittsburgh Steelers,FULLYLOADED,Daniel Jones,Indianapolis Colts,0,,,Indianapolis Colts,1,1
38,7,31,Brock Bowers,TE,Las Vegas Raiders,BOOMERWINS,Trevor Lawrence,Jacksonville Jaguars,0,,,Jacksonville Jaguars,2,1
38,8,32,Jaylen Warren,RB,Pittsburgh Steelers,BUSTERSBOYS,Jaxson Dart,New York Giants,0,,,Indianapolis Colts,0,0
38,9,33,Drake Maye,QB,New England Patriots,GAVINHOPEW,Drake Maye,New England Patriots,1,0,0,Atlanta Falcons,0,0
38,10,34,Chris Olave,WR,New Orleans Saints,D4VE,Josh Allen,Buffalo Bills,0,,,Los Angeles Rams,1,1
38,11,35,Michael Pittman Jr.,WR,Indianapolis Colts,DILLIANO,Matthew Stafford,Los Angeles Rams,0,,,Pittsburgh Steelers,0,0
38,12,36,Rhamondre Stevenson,RB,New England Patriots,KEVINDINH0611,Patrick Mahomes,Kansas City Chiefs,0,,,Atlanta Falcons,1,1
38,12,37,Drake London,WR,Atlanta Falcons,KEVINDINH0611,Patrick Mahomes,Kansas City Chiefs,0,,,New England Patriots,2,1
38,11,38,Oronde Gadsden,TE,Los Angeles Chargers,DILLIANO,Matthew Stafford,Los Angeles Rams,0,,,Tennessee Titans,0,0
38,10,39,Travis Hunter,WR,Jacksonville Jaguars,D4VE,Josh Allen,Buffalo Bills,0,,,Las Vegas Raiders,0,0
38,9,40,Kareem Hunt,RB,Kansas City Chiefs,GAVINHOPEW,Drake Maye,New England Patriots,0,,,Buffalo Bills,0,0
38,8,41,Xavier Worthy,WR,Kansas City Chiefs,BUSTERSBOYS,Jaxson Dart,New York Giants,0,,,Buffalo Bills,1,1
38,7,42,Brian Thomas,WR,Jacksonville Jaguars,BOOMERWINS,Trevor Lawrence,Jacksonville Jaguars,1,,,Las Vegas Raiders,1,1
38,6,43,Travis Kelce,TE,Kansas City Chiefs,FULLYLOADED,Daniel Jones,Indianapolis Colts,0,,,Buffalo Bills,0,0
38,5,44,Sam LaPorta,TE,Detroit Lions,CGEEEEEE,Jared Goff,Detroit Lions,1,,,Minnesota Vikings,0,0
38,4,45,Rico Dowdle,RB,Carolina Panthers,WILLSWEEPYH,Joe Flacco,Cincinnati Bengals,0,,,Green Bay Packers,0,0
38,3,46,Caleb Williams,QB,Chicago Bears,STEADY314,Caleb Williams,Chicago Bears,1,1,1,Cincinnati Bengals,0,0
38,2,47,Keenan Allen,WR,Los Angeles Chargers,LINEOFSCRIM,Justin Herbert,Los Angeles Chargers,1,,,Tennessee Titans,1,1
38,1,48,Jordan Addison,WR,Minnesota Vikings,GBD12,J.J. McCarthy,Minnesota Vikings,1,,,Detroit Lions,0,0
38,1,49,Stefon Diggs,WR,New England Patriots,GBD12,J.J. McCarthy,Minnesota Vikings,0,,,Atlanta Falcons,0,0
38,2,50,Kyle Pitts,TE,Atlanta Falcons,LINEOFSCRIM,Justin Herbert,Los Angeles Chargers,0,,,New England Patriots,0,0
38,3,51,D.J. Moore,WR,Chicago Bears,STEADY314,Caleb Williams,Chicago Bears,1,,,Cincinnati Bengals,0,0
38,4,52,David Montgomery,RB,Detroit Lions,WILLSWEEPYH,Joe Flacco,Cincinnati Bengals,0,,,Minnesota Vikings,0,0
38,5,53,Jared Goff,QB,Detroit Lions,CGEEEEEE,Jared Goff,Detroit Lions,1,2,1,Minnesota Vikings,0,0
38,6,54,Daniel Jones,QB,Indianapolis Colts,FULLYLOADED,Daniel Jones,Indianapolis Colts,1,0,0,Pittsburgh Steelers,1,1
38,7,55,Kyle Monangai,RB,Chicago Bears,BOOMERWINS,Trevor Lawrence,Jacksonville Jaguars,0,,,Cincinnati Bengals,0,0
38,8,56,Jaxson Dart,QB,New York Giants,BUSTERSBOYS,Jaxson Dart,New York Giants,1,0,0,San Francisco 49ers,0,0
38,9,57,Tetairoa McMillan,WR,Carolina Panthers,GAVINHOPEW,Drake Maye,New England Patriots,0,,,Green Bay Packers,0,0
38,10,58,Khalil Shakir,WR,Buffalo Bills,D4VE,Josh Allen,Buffalo Bills,1,,,Kansas City Chiefs,0,0
38,11,59,Courtland Sutton,WR,Denver Broncos,DILLIANO,Matthew Stafford,Los Angeles Rams,0,,,Houston Texans,0,0
38,12,60,Hunter Henry,TE,New England Patriots,KEVINDINH0611,Patrick Mahomes,Kansas City Chiefs,0,,,Atlanta Falcons,1,1
38,12,61,Jameson Williams,WR,Detroit Lions,KEVINDINH0611,Patrick Mahomes,Kansas City Chiefs,0,,,Minnesota Vikings,0,0
38,11,62,Matthew Stafford,QB,Los Angeles Rams,DILLIANO,Matthew Stafford,Los Angeles Rams,1,0,0,New Orleans Saints,0,0
38,10,63,Theo Johnson,TE,New York Giants,D4VE,Josh Allen,Buffalo Bills,0,,,San Francisco 49ers,0,0
38,9,64,Colston Loveland,TE,Chicago Bears,GAVINHOPEW,Drake Maye,New England Patriots,0,,,Cincinnati Bengals,0,0
38,8,65,Dalton Kincaid,TE,Buffalo Bills,BUSTERSBOYS,Jaxson Dart,New York Giants,0,,,Kansas City Chiefs,1,1
38,7,66,Trevor Lawrence,QB,Jacksonville Jaguars,BOOMERWINS,Trevor Lawrence,Jacksonville Jaguars,1,1,1,Las Vegas Raiders,1,1
38,6,67,J.K. Dobbins,RB,Denver Broncos,FULLYLOADED,Daniel Jones,Indianapolis Colts,0,,,Houston Texans,0,0
38,5,68,Quentin Johnston,WR,Los Angeles Chargers,CGEEEEEE,Jared Goff,Detroit Lions,0,,,Tennessee Titans,0,0
38,4,69,Joe Flacco,QB,Cincinnati Bengals,WILLSWEEPYH,Joe Flacco,Cincinnati Bengals,1,2,1,Chicago Bears,0,0
38,3,70,Kayshon Boutte,WR,New England Patriots,STEADY314,Caleb Williams,Chicago Bears,0,,,Atlanta Falcons,0,0
38,2,71,Chimere Dike,WR,Tennessee Titans,LINEOFSCRIM,Justin Herbert,Los Angeles Chargers,0,,,Los Angeles Chargers,3,1
38,1,72,J.J. McCarthy,QB,Minnesota Vikings,GBD12,J.J. McCarthy,Minnesota Vikings,1,1,1,Detroit Lions,0,0
39,1,1,Jonathan Taylor,RB,Indianapolis Colts,LINEOFSCRIM,Aaron Rodgers,Pittsburgh Steelers,0,,,Pittsburgh Steelers,2,1
39,2,2,Jahmyr Gibbs,RB,Detroit Lions,SICKODANK,Jared Goff,Detroit Lions,1,,,Minnesota Vikings,0,0
39,3,3,Christian McCaffrey,RB,San Francisco 49ers,FULLYLOADED,Matthew Stafford,Los Angeles Rams,0,,,New York Giants,0,0
39,4,4,Ja'Marr Chase,WR,Cincinnati Bengals,RLDSWEEP,Jordan Love,Green Bay Packers,0,,,Chicago Bears,0,0
39,5,5,Bijan Robinson,RB,Atlanta Falcons,BIGTICKET39,Daniel Jones,Indianapolis Colts,0,,,New England Patriots,0,0
39,6,6,Puka Nacua,WR,Los Angeles Rams,LEE121503,Jaxson Dart,New York Giants,0,,,New Orleans Saints,0,0
39,7,7,Rashee Rice,WR,Kansas City Chiefs,D4VE,Drake Maye,New England Patriots,0,,,Buffalo Bills,0,0
